family,index,seed,method,degree,global_rmse,local_rmse,p95_abs,condition
local_bump,2,20332515,random_uniform,3,0.0029106613438382016,0.004692182094198964,0.006445073200651807,23.298147026468627
local_bump,2,20332515,random_uniform,5,0.005189147399484798,0.009301485668489365,0.010054279985751716,299.961839227336
local_bump,2,20332515,random_uniform,7,0.027726774922214065,0.054423712608269885,0.03242571481747559,7035.663325629559
local_bump,2,20332515,random_uniform,9,0.8343291279411429,1.5717967898612528,0.6727643921375013,608849.2952399943
local_bump,2,20332515,random_uniform,11,0.164651445521507,0.31927638644204603,0.309543917310133,2364597.986194968
local_bump,2,20332515,jittered_grid,3,0.002667899615053045,0.004388120463948944,0.004965519068086628,24.28446412097718
local_bump,2,20332515,jittered_grid,5,0.0025223224078394506,0.004047027339559738,0.005518184031908759,262.9016625435614
local_bump,2,20332515,jittered_grid,7,0.003524228397568231,0.006335482159180723,0.006081461799465997,3836.9741404012934
local_bump,2,20332515,jittered_grid,9,0.09244606691017218,0.19550303648254344,0.11210387010849163,90314.39543087385
local_bump,2,20332515,jittered_grid,11,0.24605880969979407,0.5080913454289204,0.2812504103949386,491817.93352405186
local_bump,2,20332515,afp_baseline,3,0.0026175498348338334,0.00461256333920425,0.00531524463506708,17.89701812967245
local_bump,2,20332515,afp_baseline,5,0.0022572285522952096,0.003557042229868537,0.004470357827284001,185.44573033123956
local_bump,2,20332515,afp_baseline,7,0.001917147345467304,0.0031558080371166153,0.004074084838493608,2534.809461405219
local_bump,2,20332515,afp_baseline,9,0.008257539884268581,0.012123286243416546,0.01626354385401769,49114.8395176472
local_bump,2,20332515,afp_baseline,11,0.04339950786090268,0.0732047171928346,0.09821870109707681,142698.59302064872
local_bump,2,20332515,hessian_weighted,3,0.0026406848956153127,0.004429934392863097,0.005135417518150234,16.91948081637737
local_bump,2,20332515,hessian_weighted,5,0.0022955371308934075,0.0033510828412160803,0.0048043208934620465,201.8283940819715
local_bump,2,20332515,hessian_weighted,7,0.0022041960848421973,0.003162382170917773,0.004541270599397851,2543.384989683567
local_bump,2,20332515,hessian_weighted,9,0.010075591833794853,0.01510291922055854,0.0220811035494147,69274.38616007859
local_bump,2,20332515,hessian_weighted,11,0.016441513826179862,0.022821501203895537,0.036093699747857755,148412.44756699714
local_bump,2,20332515,afp_exchange,3,0.0027354835177753954,0.004147360440786412,0.004835621123935008,17.244461332584287
local_bump,2,20332515,afp_exchange,5,0.0024177733946378396,0.0032266201968392983,0.004869804221594872,181.39430504802607
local_bump,2,20332515,afp_exchange,7,0.0021986409294741933,0.003077743661481232,0.004829201214947811,2554.9742105866676
local_bump,2,20332515,afp_exchange,9,0.017651749564918308,0.029247671859242257,0.03780620348472021,97871.65606632075
local_bump,2,20332515,afp_exchange,11,0.198156534177953,0.32574135454938785,0.45102597373087827,2555867.420383551
local_bump,3,20332516,regular_grid,3,0.0016441431169369439,0.003516473155764048,0.0011616859904500809,24.94365478273628
local_bump,3,20332516,regular_grid,5,0.0018004814911225114,0.0036914126421042585,0.0035622147613655845,327.43361648915993
local_bump,3,20332516,regular_grid,7,0.00880836387662873,0.018280464737808255,0.018531582126783387,7676.108739186785
local_bump,3,20332516,regular_grid,9,0.014491803439808017,0.02936813797488627,0.022869891278589027,7.740388647875343e+17
local_bump,3,20332516,regular_grid,11,0.01839872612697052,0.03540164926039723,0.027197197399290763,4.049534361189323e+17
local_bump,3,20332516,random_uniform,3,0.0016598511914323294,0.0033885112265131857,0.0016958821978915396,21.982984956785124
local_bump,3,20332516,random_uniform,5,0.002580531502224399,0.004516010633134963,0.003453490832852262,277.4924870687762
local_bump,3,20332516,random_uniform,7,0.01209493035575694,0.022397916570315833,0.00856516477783214,3290.5532360742523
local_bump,3,20332516,random_uniform,9,0.02698871114206084,0.05261439225732378,0.025072249257424774,107051.90455710328
local_bump,3,20332516,random_uniform,11,0.18603856184620668,0.34079746969031416,0.16039137146965915,1390089.4373330798
local_bump,3,20332516,jittered_grid,3,0.0016395081537968071,0.0035055451388087823,0.0011346323068408897,24.928515332606757
