family,index,round,score,global_rmse,local_rmse,residual_local_rmse,weighted_coverage,improved
local_bump,3,10,-0.0006623597871783819,0.0005322888014233474,0.0007945330458513651,0.0007945330458513652,14.315839924447978,True
local_bump,3,11,-0.0007848391868862303,0.0005202194703953476,0.0007447560414803936,0.0007447560414803936,14.345231721952022,True
local_bump,3,12,-0.000785472301020522,0.000519795015159305,0.0007412277186744532,0.0007412277186744533,14.309227626980894,True
local_bump,3,13,-0.000785472301020522,0.000519795015159305,0.0007412277186744532,0.0007412277186744533,14.309227626980894,False
local_bump,3,14,-0.000785472301020522,0.000519795015159305,0.0007412277186744532,0.0007412277186744533,14.309227626980894,False
local_bump,4,0,0.0029799894513563682,0.0012429218450678984,0.002156109858559106,0.002156109858559106,13.953815483428269,
local_bump,4,1,0.002937909930821685,0.0012273532543519185,0.002145929751942293,0.0021459297519422927,13.979479013045246,True
local_bump,4,2,0.0029194109798155437,0.0012282665040189138,0.002145216041777858,0.002145216041777858,14.069046059684355,True
local_bump,4,3,0.0029142249076641183,0.001234687340402408,0.0021495529216205792,0.0021495529216205792,14.172617840707536,True
local_bump,4,4,0.002823964536575263,0.0012193996048974131,0.0021150278953288902,0.0021150278953288902,14.184968242564098,True
local_bump,4,5,0.0027846780902492816,0.0012152111686371746,0.002103968363972002,0.002103968363972002,14.244333213645488,True
local_bump,4,6,0.0024709373349035527,0.0011592997495639583,0.001998486482419202,0.001998486482419202,14.42592013870365,True
local_bump,4,7,0.002385159677373762,0.001150166642225677,0.00196976199298331,0.00196976199298331,14.507535750584331,True
local_bump,4,8,0.0023704027336830546,0.0011497324976035756,0.001970183577920327,0.001970183577920327,14.583576387766039,True
local_bump,4,9,0.002241490849101433,0.0011040804404124699,0.001933903343709938,0.001933903343709938,14.61893306550953,True
local_bump,4,10,0.002230814604220457,0.0011001173296642257,0.0019317608805277536,0.0019317608805277536,14.630002872760256,True
local_bump,4,11,0.0021827585541794254,0.0010983426480402714,0.0019110608287891476,0.0019110608287891476,14.644059171590282,True
local_bump,4,12,0.0019219788329908217,0.0010899950873125765,0.0018112483814033422,0.0018112483814033422,14.858189276343866,True
