family,index,method,global_rmse,local_rmse,condition
mid_frequency_undulation,3,hessian_weighted_poly_residual_phs,0.00027959467202558663,0.00034658022878438573,193.98714773434835
mid_frequency_undulation,3,afp_exchange_poly_residual_phs,0.00019835895030240156,0.00020220330292704383,209.50745342941394
mid_frequency_undulation,4,regular_poly_only,0.001778375504908057,0.0026189683149156445,366.6767281154971
mid_frequency_undulation,4,regular_poly_residual_phs,0.0007908072255534569,0.0012897005470573302,366.6767281154971
mid_frequency_undulation,4,random_uniform_poly_residual_phs,0.0008266472458934702,0.0014590427390290999,224.48023629052733
mid_frequency_undulation,4,jittered_grid_poly_residual_phs,0.0013911665183033285,0.00219226497700846,298.7227508680259
mid_frequency_undulation,4,latin_hypercube_poly_residual_phs,0.0014257462200817428,0.0021993618590981667,247.74114469879905
mid_frequency_undulation,4,poisson_disk_poly_residual_phs,0.0002302562416437471,0.00035022319761373666,174.83710996220367
mid_frequency_undulation,4,afp_poly_residual_phs,0.0006277990859364708,0.001186937657509909,174.18691503306985
mid_frequency_undulation,4,hessian_weighted_poly_residual_phs,0.00027216486707914815,0.0003915240717573659,204.47727521203385
mid_frequency_undulation,4,afp_exchange_poly_residual_phs,0.00024377967743583726,0.00026970772885088356,215.39393418802393
